,Terms,Freq,POS
1220,mute,318,NN
1221,bubbly,318,RB
1222,delightful,317,JJ
1223,contain,317,NN
1224,contribute,316,NN
1225,atop,316,NN
1226,express,316,NN
1227,sure,316,JJ
1228,animal,315,JJ
1229,davola,315,NN
1230,choice,315,NN
1231,soda,315,NN
1232,extreme,314,JJ
1233,crack,314,NN
1234,cinsault,314,NN
1235,redcherry,313,VBP
1236,petrol,313,NN
1237,popular,312,JJ
1238,measure,312,NN
1239,bonedry,311,JJ
1240,tire,311,NN
1241,instead,310,RB
1242,introduce,309,VB
1243,hail,308,JJ
1244,state,308,NN
1245,north,306,JJ
1246,carob,306,NN
1247,restraint,305,NN
1248,difficult,304,JJ
1249,sign,303,NN
1250,softer,303,NN
1251,date,302,NN
1252,boost,302,NN
1253,youth,302,NN
1254,spirit,302,NN
1255,sprinkle,301,NN
1256,fleet,301,NN
1257,hand,301,NN
1258,water,300,NN
1259,cold,299,NN
1260,reduce,298,VB
1261,viscous,298,JJ
1262,grapy,296,NN
1263,ruby,296,NN
1264,partner,295,NN
1265,tad,295,IN
1266,upon,294,IN
1267,home,294,NN
1268,underscore,293,NN
1269,fair,293,JJ
1270,peak,293,JJ
1271,percentage,293,NN
1272,peachy,293,NN
1273,dinner,292,NN
1274,stun,292,NN
1275,beeswax,292,NN
1276,special,292,JJ
1277,granite,292,JJ
1278,iris,291,NN
1279,quaffable,290,JJ
1280,large,290,JJ
1281,jelly,289,RB
1282,sipper,289,JJ
1283,lie,288,NN
1284,unwind,288,JJ
1285,loamy,288,JJ
1286,ton,288,NN
1287,apparent,286,JJ
1288,refreshment,286,NN
1289,ager,286,NN
1290,presence,286,NN
1291,since,286,IN
1292,force,285,NN
1293,roundness,285,NN
1294,brioche,285,NN
1295,rooty,285,NN
1296,tarry,284,JJ
1297,field,284,NN
1298,spiciness,284,NN
1299,affordable,284,JJ
1300,scour,284,NN
1301,lipsmacking,284,VBG
1302,quick,284,JJ
1303,sagebrush,283,NN
1304,classy,283,VBP
1305,luxurious,283,JJ
1306,roll,283,NN
1307,unctuous,283,JJ
1308,chenin,282,NN
1309,appearance,282,NN
1310,tonic,282,JJ
1311,oxidize,282,NN
1312,proper,282,IN
1313,undertone,282,JJ
1314,punchy,282,NN
1315,pizza,281,NN
1316,precise,281,NN
1317,paso,281,NN
1318,stick,281,JJ
1319,job,280,NN
1320,signal,280,JJ
1321,pickle,280,NN
1322,woodspice,279,NN
1323,pierce,278,NN
1324,lightweight,278,VBD
1325,consistent,278,JJ
1326,speak,278,NN
1327,brûlée,278,NN
1328,tannat,277,NN
1329,ride,277,NN
1330,emphasize,277,VBP
1331,compost,277,NN
1332,impart,277,NN
1333,gravel,276,NN
1334,unoaked,275,VBD
1335,whitefruit,274,NN
1336,superb,274,NN
1337,fore,274,VBD
1338,steady,273,JJ
1339,chamomile,273,NN
1340,powerfully,273,RB
1341,fact,273,NN
1342,versatile,272,IN
1343,premier,272,JJR
1344,mouthful,271,JJ
1345,seamless,271,NN
1346,funk,271,NN
1347,woodland,271,NN
1348,dose,270,NN
1349,invigorate,270,NN
1350,marzipan,270,NN
1351,barrelfermented,270,VBD
1352,lilac,270,JJ
1353,unripe,269,JJ
1354,reach,269,NN
1355,closegrained,267,VBD
1356,velvet,267,JJ
1357,frothy,267,JJ
1358,move,267,NN
1359,dull,267,NN
1360,harvest,267,NN
1361,nonetheless,266,RB
1362,bolster,266,RB
1363,darkfruit,266,JJ
1364,exceptional,266,JJ
1365,wash,266,NN
1366,beauty,266,NN
1367,score,266,NN
1368,wiry,266,JJ
1369,textbook,264,NN
1370,bark,264,NN
1371,malvasia,263,NN
1372,lavish,263,JJ
1373,local,263,JJ
1374,obvious,263,JJ
1375,noticeable,263,JJ
1376,brilliant,263,JJ
1377,walla,263,NN
1378,super,262,JJ
1379,surface,262,NN
1380,dr,261,NN
1381,blacken,261,VBN
1382,flood,261,NN
1383,harsh,261,NN
1384,sb,261,NN
1385,render,261,NN
1386,blocky,261,JJ
1387,longterm,261,VBZ
1388,sprightly,260,RB
1389,twist,260,JJ
1390,chilean,260,JJ
1391,potpourri,260,NN
1392,main,260,JJ
1393,bittersweet,259,NN
1394,stemmy,259,VBD
1395,seven,259,CD
1396,village,258,NN
1397,fascinate,258,JJ
1398,warmer,258,NN
1399,incredibly,258,RB
1400,indicate,257,JJ
1401,knit,257,NNS
1402,cantaloupe,257,VBP
1403,ultimately,257,RB
1404,angular,257,JJ
1405,lick,256,JJ
1406,strength,256,NN
1407,lusty,256,JJ
1408,foamy,254,NN
1409,wont,254,NN
1410,class,254,NN
1411,mandarin,253,NN
1412,curd,253,NN
1413,fudge,253,NN
1414,alicante,252,NN
1415,carignan,252,NN
1416,terrific,252,NN
1417,grüner,252,NN
1418,expensive,252,JJ
1419,road,251,NN
1420,amarone,251,NN
1421,overpower,251,NN
1422,anything,251,NN
1423,terroir,251,JJ
1424,later,250,RB
1425,excite,250,VBP
1426,eventually,250,RB
1427,toastiness,249,JJ
1428,fit,249,NN
1429,certain,249,JJ
1430,stiff,248,JJ
1431,sweetly,248,RB
1432,indian,247,JJ
1433,hibiscus,246,NN
1434,muscat,245,NN
1435,chianti,245,NN
1436,russian,245,JJ
1437,sear,245,NN
1438,muddle,245,JJ
1439,phenolic,245,JJ
1440,opulence,245,NN
1441,comprise,244,NN
1442,snap,244,NN
1443,spritzy,244,NN
1444,represent,243,JJ
1445,trace,242,NN
1446,semisweet,242,NN
1447,harmony,242,NN
1448,dazzle,242,NN
1449,generously,242,RB
1450,stewy,241,JJ
1451,eight,240,CD
1452,clay,240,NN
1453,marry,240,NN
1454,series,239,NN
1455,classico,239,NN
1456,paste,239,NN
1457,cushion,238,NN
1458,ethereal,238,NN
1459,historic,238,JJ
1460,towards,238,NNS
1461,accentuate,237,VBP
1462,watery,237,NN
1463,marsanne,237,NN
1464,lake,237,VBP
1465,announce,236,NN
1466,hickory,235,NN
1467,spritz,235,NN
1468,flabby,235,NN
1469,consume,233,NN
1470,tame,233,NN
1471,subtlety,233,NN
1472,smaller,232,JJR
1473,ting,232,VBG
1474,climate,231,JJ
1475,usual,231,JJ
1476,course,231,NN
1477,cider,231,NN
1478,mind,231,NN
1479,zingy,231,NNP
1480,cooler,231,NN
1481,hue,230,NN
1482,bartlett,230,NN
1483,majority,230,NN
1484,absolutely,229,RB
1485,thread,229,VBD
1486,enormously,229,RB
1487,companion,228,JJ
1488,morello,228,NN
1489,echo,228,VBP
1490,seemingly,227,RB
1491,outstanding,227,JJ
1492,widely,226,RB
1493,buoy,226,VBP
1494,cleanse,226,NN
1495,pit,226,NN
1496,secondary,226,JJ
1497,seamlessly,225,RB
1498,challenge,225,VBP
1499,drier,225,JJR
1500,smith,225,NN
1501,bland,224,NN
1502,solidly,224,RB
1503,consider,223,VB
1504,corn,222,NN
1505,effect,222,NN
1506,grain,222,NN
1507,blow,222,IN
1508,prickly,222,JJ
1509,spot,222,NN
1510,hallmark,222,NN
1511,explode,221,NN
1512,elevate,220,VB
1513,pour,220,NNS
1514,entrylevel,220,VB
1515,burgundy,220,IN
1516,higher,219,JJR
1517,sweeter,219,NN
1518,change,219,NN
1519,graham,218,NN
1520,meal,218,NN
1521,enliven,218,RB
1522,expansive,218,JJ
1523,overdo,217,NN
1524,garrigue,217,NN
1525,slightest,217,JJS
1526,exude,216,NN
1527,chile,216,NN
1528,mainly,216,RB
1529,straight,216,VBD
1530,foam,215,JJ
1531,burger,215,NN
1532,envelop,214,VB
1533,thoroughly,214,RB
1534,describe,214,JJ
1535,reduction,214,NN
1536,common,214,JJ
1537,bristle,213,JJ
1538,appetizer,213,NN
1539,sing,213,VBG
1540,party,213,NN
1541,incense,213,JJ
1542,dramatic,213,JJ
1543,available,212,JJ
1544,youthfully,212,RB
1545,hefty,212,JJ
1546,shellfish,212,NN
1547,familiar,212,JJ
1548,tuscan,212,JJ
1549,beaujolais,212,NN
1550,amidst,212,NN
1551,mediumsweet,211,NN
1552,kiss,211,JJ
1553,damp,211,NN
1554,melony,211,NN
1555,moscato,211,NN
1556,sizzle,210,NN
1557,energize,210,VB
1558,size,210,NN
1559,persimmon,210,NN
1560,wealth,209,NN
1561,cheerful,209,JJ
1562,mask,209,NN
1563,exceptionally,209,RB
1564,sizable,208,JJ
1565,greet,208,NN
1566,counter,208,NN
1567,ham,207,NN
1568,generosity,207,NN
1569,alpine,207,VBP
1570,du,207,NN
1571,ranch,207,NN
1572,clearly,207,RB
1573,beet,207,JJ
1574,asparagus,207,JJ
1575,honest,206,JJS
1576,prior,206,JJ
1577,provence,206,NN
1578,remarkably,206,RB
1579,sultry,205,VBD
1580,needle,204,JJ
1581,chablis,203,NN
1582,vineyarddesignate,203,NN
1583,marshmallow,203,NN
1584,check,203,NN
1585,word,203,NN
1586,youre,203,NN
1587,pea,203,NN
1588,successful,203,JJ
1589,cocktail,203,NN
1590,precision,202,NN
1591,demand,202,NN
1592,throw,202,VBP
1593,mirabelle,202,JJ
1594,vinho,202,NN
1595,quaff,202,NN
1596,cement,201,NN
1597,delicacy,201,NN
1598,prime,201,JJ
1599,ahead,201,RB
1600,balsam,201,NN
1601,loam,200,NN
1602,hang,200,NN
1603,designate,199,NN
1604,pollen,199,NN
1605,fizz,199,NN
1606,precede,199,VBP
1607,gracefully,199,RB
1608,correct,199,JJ
1609,dosage,199,NN
1610,verde,199,VBD
1611,tuscany,198,JJ
1612,flush,198,RB
1613,previous,198,JJ
1614,famous,198,JJ
1615,steep,197,JJ
1616,suit,197,NN
1617,honeycomb,197,NN
1618,eastern,197,JJ
1619,spry,197,RB
1620,tremendous,197,JJ
1621,varietally,197,RB
1622,hollow,197,VBP
1623,unusually,197,RB
1624,sound,196,JJ
1625,sappy,196,JJ
1626,longlasting,196,VBG
1627,weedy,196,NN
1628,th,195,NN
1629,consistency,195,NN
1630,owner,195,NN
1631,brine,195,NN
1632,côte,195,NN
1633,lactic,195,JJ
1634,important,195,JJ
1635,burly,194,NN
1636,roble,194,JJ
1637,saffron,194,NN
1638,lightfooted,194,VBD
1639,broom,193,NN
1640,vegetable,193,NN
1641,amid,193,IN
1642,ridge,193,NN
1643,gl,193,NN
1644,achieve,193,VBP
1645,reasonably,193,RB
1646,quaffer,192,VBP
1647,enormous,192,JJ
1648,spectrum,192,NN
1649,cheesy,191,NN
1650,fresher,191,NN
1651,success,191,NN
1652,kirsch,190,VBD
1653,san,190,JJ
1654,tingle,190,NN
1655,older,190,JJR
1656,mouthcoating,190,VBG
1657,lay,189,JJ
1658,ageability,189,NN
1659,classically,189,RB
1660,definition,189,JJ
1661,granny,189,NN
1662,rose,188,VBD
1663,sweaty,188,JJ
1664,lover,188,RB
1665,mealy,187,VBP
1666,oldest,187,JJS
1667,sumptuous,187,JJ
1668,mineraldriven,187,NN
1669,pulpy,186,NN
1670,persistence,186,NN
1671,nettle,186,RB
1672,distinctly,186,RB
1673,wine,186,VBP
1674,utterly,186,JJ
1675,pervade,185,NN
1676,room,185,NN
1677,cover,185,NN
1678,smoothness,185,NN
1679,broaden,184,JJ
1680,awkward,184,RB
1681,celery,184,VBP
1682,apart,184,RB
1683,whats,184,NNS
1684,third,184,JJ
1685,noirs,184,NNS
1686,cant,184,VBP
1687,properly,184,JJ
1688,montepulciano,184,NN
1689,graceful,183,JJ
1690,role,183,NN
1691,yes,183,NNS
1692,anchor,183,VBP
1693,moreish,183,JJ
1694,bouschet,183,NN
1695,sharpness,183,NN
1696,rosso,183,NN
1697,greenapple,182,NN
1698,buoyant,182,NN
1699,project,181,NN
1700,celebrate,181,NN
1701,campfire,181,NN
1702,wax,181,NN
1703,cherryberry,181,VBP
1704,temper,181,JJR
1705,sanguine,181,NN
1706,gum,180,NN
1707,effervescence,180,NN
1708,evoke,180,VBD
1709,nonvintage,180,JJ
1710,raspy,180,NN
1711,arise,179,NN
1712,fiery,179,NN
1713,cookie,179,NN
1714,vivacious,179,JJ
1715,rhônestyle,179,NN
1716,tarragon,179,NN
1717,garnet,179,NN
1718,vermentino,178,NN
1719,share,178,NN
1720,odd,178,JJ
1721,ice,178,NN
1722,ava,178,NN
1723,signature,178,NN
1724,possible,178,JJ
1725,energetic,177,JJ
1726,lineup,177,NN
1727,particular,177,JJ
1728,obviously,177,RB
1729,float,177,VBP
1730,wildflower,177,JJR
1731,readytodrink,176,NN
1732,shell,176,NN
1733,uncomplicated,176,JJ
1734,calm,176,NN
1735,highacid,175,NN
1736,remarkable,175,JJ
1737,bad,175,JJ
1738,rocky,174,JJ
1739,vital,174,JJ
1740,lurk,174,NN
1741,malolactic,174,JJ
1742,smokiness,174,NN
1743,spearmint,173,NN
1744,jumpy,173,NN
1745,can,173,MD
1746,number,173,NN
1747,overlay,173,VB
1748,expand,173,NN
1749,team,173,NN
1750,grate,172,NN
1751,carneros,172,NNS
1752,alcoholic,172,JJ
1753,canaiolo,172,VBP
1754,the,172,DT
1755,picture,171,NN
1756,bianco,171,VBZ
1757,memorable,171,JJ
1758,currently,171,RB
1759,actually,171,RB
1760,spray,171,JJ
1761,abrasive,171,JJ
1762,crowd,170,NN
1763,albariño,170,NN
1764,volume,170,NN
1765,understate,170,JJ
1766,list,170,NN
1767,feminine,170,NN
1768,hugely,170,RB
1769,brush,169,JJ
1770,clarity,169,NN
1771,indigenous,169,JJ
1772,jerky,169,JJ
1773,direction,169,NN
1774,sawdust,169,NN
1775,redplum,169,NN
1776,tinge,169,NN
1777,seriously,169,RB
1778,ease,168,JJ
1779,except,168,IN
1780,theyre,168,NN
1781,and,168,CC
1782,jump,168,NN
1783,sometimes,168,RB
1784,deeper,168,JJ
1785,tempt,167,NN
1786,marjoram,167,NNS
1787,pioneer,167,VBP
1788,playful,167,JJ
1789,crisper,167,NN
1790,tend,167,NN
1791,largely,167,RB
1792,posse,167,JJ
1793,abundance,167,NN
1794,vibrancy,167,NN
1795,cedary,167,JJ
1796,overt,167,JJ
1797,straw,166,JJ
1798,oldvine,166,NN
1799,sniff,166,NN
1800,average,165,NN
1801,select,165,JJ
1802,alive,165,JJ
1803,firmness,165,NN
1804,youd,165,RB
1805,gorgeously,165,RB
1806,others,165,NNS
1807,bubblegum,165,VBP
1808,volatile,164,JJ
1809,brightly,164,RB
1810,deliciousness,164,JJ
1811,distinguish,164,NN
1812,this,164,DT
1813,ash,163,JJ
1814,spine,163,NN
1815,cap,163,NN
1816,immense,163,JJ
1817,struggle,163,NN
1818,aglianico,163,NN
1819,flamboyant,163,JJ
1820,muscle,163,NN
1821,tawny,163,NN
1822,nail,163,NN
1823,disjoint,162,NN
1824,barbaresco,162,NN
1825,zestiness,162,NN
1826,lusciously,162,RB
1827,major,162,JJ
1828,bready,162,JJ
1829,fast,162,NN
1830,flash,162,NN
1831,greater,162,JJR
1832,florals,161,NNS
1833,slop,161,VBP
1834,iodine,161,JJ
1835,marlborough,161,IN
1836,masculine,161,JJ
1837,break,161,NN
1838,resemble,160,JJ
1839,amaze,160,NN
1840,subtly,160,RB
1841,step,160,JJ
1842,confectionary,160,JJ
1843,confirm,160,NN
1844,likeable,160,JJ
1845,sweeten,159,JJ
1846,delight,159,JJ
1847,vintner,159,NN
1848,usually,158,RB
1849,origin,158,VBP
1850,oyster,158,JJR
1851,truly,158,RB
1852,overtly,158,RB
1853,sophistication,158,JJ
1854,century,157,NN
1855,bargain,157,NN
1856,lightest,157,JJS
1857,joy,157,NN
1858,confect,157,NN
1859,hedonistic,157,JJ
1860,seed,157,NN
1861,glide,157,NN
1862,tease,156,NN
1863,locate,156,NN
1864,fantastic,156,JJ
1865,cava,156,NN
1866,blush,156,NN
1867,murky,156,NN
1868,itll,155,NN
1869,tell,155,NN
1870,musky,155,JJ
1871,recent,155,JJ
1872,market,155,NN
1873,chocolatecovered,155,VBD
1874,pucker,154,NN
1875,sooner,154,NN
1876,require,154,VBP
1877,bing,154,VBG
1878,risotto,153,NN
1879,kabinett,153,NN
1880,study,153,NN
1881,quiet,153,JJ
1882,handle,153,JJ
1883,damson,153,NN
1884,earthier,153,JJR
1885,night,152,NN
1886,thai,152,NN
1887,compare,152,NN
1888,interpretation,152,NN
1889,wellstructured,152,VBD
1890,wellpriced,152,JJ
1891,substance,152,NN
1892,rib,152,NN
1893,delightfully,152,RB
1894,charcoal,152,VBZ
1895,arinto,152,JJ
1896,marasca,152,NN
1897,exquisite,152,JJ
1898,feral,152,JJ
1899,notable,152,JJ
1900,grab,152,NN
1901,sunbaked,152,VBD
1902,herbaceousness,151,JJ
1903,impact,151,NN
1904,development,151,NN
1905,lanolin,151,NN
1906,theme,151,NN
1907,domaine,151,NN
1908,exuberance,151,NN
1909,flow,150,NN
1910,lushness,150,NN
1911,soapy,150,JJ
1912,biodynamic,150,JJ
1913,fashion,150,NN
1914,breadth,150,NN
1915,garden,150,NN
1916,definite,150,NN
1917,severe,150,JJ
1918,fold,150,RB
1919,explosive,150,JJ
1920,verdejo,149,NN
1921,wall,149,NN
1922,anjou,149,NN
1923,impeccable,149,JJ
1924,plastic,149,NN
1925,rum,148,NN
1926,vie,148,NN
1927,woodsy,148,JJ
1928,head,148,NN
1929,dynamic,148,JJ
1930,syrahs,148,NN
1931,else,148,RB
1932,onethird,147,JJ
1933,act,147,NN
1934,appreciate,147,NN
1935,grapey,147,NN
1936,rim,147,JJ
1937,country,146,NN
1938,rid,146,VB
1939,typically,146,RB
1940,emphasis,146,JJ
1941,mélange,146,NN
1942,strange,146,NN
1943,shock,146,NN
1944,deft,146,VBD
1945,supportive,146,JJ
1946,bouncy,146,NN
1947,foundation,145,NN
1948,alvarinho,145,IN
1949,sicily,144,RB
1950,enrich,144,JJ
1951,whisper,144,IN
1952,mixture,144,NN
1953,brick,144,NN
1954,bar,144,NN
1955,zing,144,VBG
1956,resolve,144,VB
1957,picnic,144,JJ
1958,sustain,144,NN
1959,darkly,144,JJ
1960,teriyaki,143,NN
1961,poultry,143,NN
1962,similarly,143,RB
1963,elaborate,143,JJ
1964,portugal,143,JJ
1965,mediumlength,143,NN
1966,oakbased,142,VBN
1967,counoise,142,RB
1968,various,142,JJ
1969,marinate,142,NN
1970,reductive,142,NN
1971,irresistible,142,JJ
1972,fry,141,NN
1973,type,141,NN
1974,loud,141,JJ
1975,freshcut,141,NN
1976,crus,141,NN
1977,soupy,141,JJ
1978,ocean,141,JJ
1979,tinta,141,NN
1980,wear,140,IN
1981,basil,140,JJ
1982,current,140,JJ
1983,bulky,140,NN
1984,gingerbread,140,NN
1985,standout,140,NN
1986,lower,140,JJR
1987,monastrell,140,NN
1988,minute,139,NN
1989,distract,139,NN
1990,effortlessly,139,RB
1991,succeed,139,VB
1992,evolution,139,NN
1993,jalapeño,139,NN
1994,win,139,VBP
1995,unbalance,138,NN
1996,counterpoint,138,NN
1997,sausage,138,NN
1998,bill,138,NN
1999,succulence,138,NN
2000,blood,137,NN
2001,finest,137,JJS
2002,category,137,NN
2003,primitivo,137,NN
2004,briskly,136,RB
2005,poach,136,NN
2006,mossy,136,NN
2007,meunier,136,JJR
2008,sport,136,NN
2009,eye,136,NN
2010,indeed,136,RB
2011,alentejo,135,JJ
2012,thickness,135,NN
2013,leap,135,NN
2014,hover,135,NN
2015,consistently,135,RB
2016,underpin,135,JJ
2017,savor,135,NN
2018,favor,134,NN
2019,piquant,134,NN
2020,either,134,CC
2021,fierce,134,NN
2022,generally,134,RB
2023,mediumterm,134,JJ
2024,stop,134,JJ
2025,beefy,134,NN
2026,chinese,134,JJ
2027,explosion,133,NN
2028,forceful,133,JJ
2029,umami,133,JJ
2030,horse,133,NN
2031,u,133,JJ
2032,woodaging,133,VBG
2033,boldly,133,RB
2034,del,133,JJ
2035,transition,132,NN
2036,fullflavored,132,VBD
2037,possibly,132,RB
2038,likable,132,JJ
2039,mid,131,NN
2040,nectar,131,NN
2041,intricate,131,JJ
2042,cling,131,NN
2043,stretch,131,NN
2044,baby,131,NN
2045,carignane,130,NN
2046,mesh,130,JJ
2047,beneath,130,NN
2048,lushly,130,RB
2049,anywhere,130,RB
2050,aeration,130,JJ
2051,fancy,130,JJ
2052,valpolicella,130,NN
2053,border,130,NN
2054,st,129,NN
2055,flowery,129,NN
2056,impeccably,129,RB
2057,quinta,129,JJ
2058,dainty,129,NN
2059,people,129,NNS
2060,willamette,129,VBP
2061,monterey,129,JJ
2062,clampy,128,JJ
2063,disappoint,128,NN
2064,foxy,128,JJ
2065,columbia,128,NN
2066,nervous,128,JJ
2067,island,128,NN
2068,saddle,128,JJ
2069,live,128,JJ
2070,mushroomy,127,NN
2071,inexpensive,127,JJ
2072,track,127,NN
2073,porcini,127,NN
2074,viura,127,NN
2075,pommard,127,IN
2076,spätlese,127,JJ
2077,bigger,127,JJR
2078,fuller,127,NN
2079,dot,126,NN
2080,longtime,126,JJ
2081,burgundian,126,JJ
2082,group,126,NN
2083,airy,126,VBD
2084,ageable,126,JJ
2085,complicate,126,NN
2086,drinkability,126,NN
2087,spin,126,NN
2088,nerello,125,JJ
2089,rosés,125,NN
2090,occasion,125,NN
2091,soothe,125,NN
2092,worthy,125,JJ
2093,dollop,125,NN
2094,adequate,125,JJ
2095,notice,125,NN
2096,slope,124,NN
2097,ability,124,NN
2098,vitality,124,NN
2099,canyon,124,NN
2100,save,124,VBP
2101,showy,124,VBN
2102,freshen,123,JJ
2103,tradition,123,NN
2104,twothirds,123,NNS
2105,meringue,123,NN
2106,consumption,123,NN
2107,ally,123,RB
2108,latest,123,JJS
2109,hardly,123,RB
2110,lodi,123,VBZ
2111,valuepriced,122,JJ
2112,jag,122,NN
2113,bomb,122,NN
2114,vigorous,122,JJ
2115,dough,121,JJ
2116,smack,121,NN
2117,montalcino,121,NN
2118,gather,121,NN
2119,finger,121,NN
2120,cotton,121,NN
2121,beguile,121,NN
2122,welldefined,121,VBD
2123,suggestive,121,JJ
2124,thus,121,RB
2125,naturally,121,RB
2126,reserva,121,JJ
2127,france,121,NN
2128,quantity,121,NN
2129,powdery,120,NN
2130,foresty,120,JJ
2131,cucumber,120,NN
2132,patience,120,NN
2133,western,120,JJ
2134,interplay,120,NN
2135,arent,120,NN
2136,sulfur,120,JJ
2137,structural,120,JJ
2138,rendition,120,NN
2139,fullness,120,NN
2140,money,120,NN
2141,spread,120,NN
2142,clumsy,120,VBP
2143,dão,120,NN
2144,gravelly,119,RB
2145,reverberate,119,VB
2146,foothill,119,JJ
2147,firmer,119,JJR
2148,slick,119,JJ
2149,austerity,119,NN
2150,tank,119,NN
2151,portlike,119,IN
2152,ripely,119,RB
2153,trail,118,JJ
2154,curious,118,JJ
2155,associate,118,NN
2156,east,118,JJ
2157,semidry,117,JJ
2158,savoriness,117,NN
2159,flourish,117,JJ
2160,ago,117,RB
2161,somehow,117,RB
2162,friulano,117,JJ
2163,chip,117,NN
2164,concrete,117,JJ
2165,silk,117,NN
2166,anisette,117,NN
2167,handful,117,JJ
2168,integrity,117,NN
2169,convince,117,NN
2170,immensely,117,RB
2171,trebbiano,116,JJ
2172,mount,116,NN
2173,chew,116,NN
2174,lock,116,NN
2175,deftly,116,RB
2176,superiore,116,RB
2177,electric,116,JJ
2178,smallproduction,116,NN
2179,etch,116,NN
2180,vibrantly,116,RB
2181,enter,116,RBR
2182,loire,116,JJ
2183,district,115,NN
2184,zealand,115,NN
2185,neatly,115,RB
2186,dolcetto,115,JJ
2187,sweettart,115,NN
2188,flair,115,NN
2189,reedy,115,NN
2190,sancerre,115,JJ
2191,latex,115,NN
2192,aciddriven,115,RB
2193,leaner,114,RBR
2194,ring,114,VBG
2195,mendocino,114,NN
2196,boisterous,114,JJ
2197,elusive,114,JJ
2198,glimpse,114,NN
2199,abrupt,113,JJ
2200,buttercream,113,NN
2201,ultraripe,113,JJ
2202,camphor,113,NN
2203,record,113,NN
2204,veteran,113,NN
2205,demonstrate,113,NN
2206,grit,113,NN
2207,favorite,113,JJ
2208,akin,113,JJ
2209,fee,112,NN
2210,but,112,CC
2211,bosc,112,NN
2212,unabashedly,112,RB
2213,cofermented,112,VBD
2214,jolt,112,JJ
2215,clove,112,NN
2216,entire,112,JJ
2217,detract,112,NN
2218,shimmer,112,NN
2219,lateharvest,112,JJS
2220,cough,112,NN
2221,design,112,NN
2222,bud,112,VBP
2223,fabulous,112,JJ
2224,oakaged,111,VBN
2225,ripasso,111,NN
2226,juxtapose,111,NN
2227,today,111,NN
2228,gradually,111,RB
2229,tropicalfruit,111,JJ
2230,olallieberry,110,VBP
2231,flagship,110,JJ
2232,excessive,110,JJ
2233,thickly,110,NN
2234,highest,110,JJS
2235,liveliness,110,NN
2236,pedigree,110,NN
2237,earn,110,VBP
2238,undercurrent,110,JJ
2239,portuguese,110,JJ
2240,evidence,110,NN
2241,colorino,110,NN
2242,pas,109,VBP
2243,predominantly,109,RB
2244,beg,109,VBN
2245,alexander,109,NN
2246,mesquite,109,NN
2247,sinewy,109,NN
2248,pulse,109,RB
2249,exactly,109,RB
2250,cask,109,VBP
2251,opaque,109,JJ
2252,prickle,109,NN
2253,judge,109,NN
2254,chaparral,109,JJ
2255,expertly,109,RB
2256,drinker,109,NN
2257,vinegar,108,NN
2258,sexy,108,NN
2259,volatility,108,NN
2260,curry,108,VBP
2261,auslese,108,JJ
2262,liquid,108,NNS
2263,soave,108,VBP
2264,chateau,108,NN
2265,ooze,108,NN
2266,distant,108,JJ
2267,scrub,108,NN
2268,reason,108,NN
2269,zip,108,NN
2270,west,108,NN
2271,neither,108,CC
2272,justripe,108,NN
2273,larger,107,JJR
2274,clos,107,NN
2275,segue,107,NN
2276,spunky,107,NN
2277,christmas,107,NN
2278,limestone,107,NN
2279,seek,107,NN
2280,rarely,107,RB
2281,sicilian,107,JJ
2282,extraordinarily,107,RB
2283,metallic,107,JJ
2284,tuna,107,NN
2285,silkiness,107,NN
2286,uplift,106,JJ
2287,original,106,JJ
2288,blanket,106,NN
2289,tartaric,106,JJ
2290,significant,106,JJ
2291,stainlesssteel,105,NN
2292,copper,105,NN
2293,multiple,105,JJ
2294,scene,105,NN
2295,ciel,105,NN
2296,fringe,105,NN
2297,factor,105,NN
2298,rutherford,105,NN
2299,tantalize,105,VB
2300,appropriate,105,JJ
2301,alternative,105,JJ
2302,unite,105,JJ
2303,roughly,104,RB
2304,flavors,104,NNS
2305,iconic,104,JJ
2306,treat,104,NN
2307,zins,104,NNS
2308,winner,104,VBP
2309,territory,104,JJ
2310,gamay,104,NN
2311,persistency,104,NN
2312,infuse,104,NN
2313,pile,103,IN
2314,peanut,103,NN
2315,grower,103,NN
2316,cheval,103,NN
2317,bakingspice,103,NN
2318,spain,103,NN
2319,barbara,103,VBD
2320,its,103,PRP$
2321,happy,103,JJ
2322,bergamot,103,NN
2323,elevation,103,NN
2324,bury,103,NN
2325,tomatoey,102,NN
