,Terms,Freq
1694,bouschet,183
1695,sharpness,183
1696,rosso,183
1697,greenapple,182
1698,buoyant,182
1699,project,181
1700,celebrate,181
1701,campfire,181
1702,wax,181
1703,cherryberry,181
1704,temper,181
1705,sanguine,181
1706,gum,180
1707,effervescence,180
1708,evoke,180
1709,nonvintage,180
1710,raspy,180
1711,arise,179
1712,fiery,179
1713,cookie,179
1714,vivacious,179
1715,rhônestyle,179
1716,tarragon,179
1717,garnet,179
1718,vermentino,178
1719,share,178
1720,odd,178
1721,ice,178
1722,ava,178
1723,signature,178
1724,possible,178
1725,energetic,177
1726,lineup,177
1727,particular,177
1728,obviously,177
1729,float,177
1730,wildflower,177
1731,readytodrink,176
1732,shell,176
1733,uncomplicated,176
1734,calm,176
1735,highacid,175
1736,remarkable,175
1737,bad,175
1738,rocky,174
1739,vital,174
1740,lurk,174
1741,malolactic,174
1742,smokiness,174
1743,spearmint,173
1744,jumpy,173
1745,can,173
1746,number,173
1747,overlay,173
1748,expand,173
1749,team,173
1750,grate,172
1751,carneros,172
1752,alcoholic,172
1753,canaiolo,172
1754,the,172
1755,picture,171
1756,bianco,171
1757,memorable,171
1758,currently,171
1759,actually,171
1760,spray,171
1761,abrasive,171
1762,crowd,170
1763,albariño,170
1764,volume,170
1765,understate,170
1766,list,170
1767,feminine,170
1768,hugely,170
1769,brush,169
1770,clarity,169
1771,indigenous,169
1772,jerky,169
1773,direction,169
1774,sawdust,169
1775,redplum,169
1776,tinge,169
1777,seriously,169
1778,ease,168
1779,except,168
1780,theyre,168
1781,and,168
1782,jump,168
1783,sometimes,168
1784,deeper,168
1785,tempt,167
1786,marjoram,167
1787,pioneer,167
1788,playful,167
1789,crisper,167
1790,tend,167
1791,largely,167
1792,posse,167
1793,abundance,167
1794,vibrancy,167
1795,cedary,167
1796,overt,167
1797,straw,166
1798,oldvine,166
1799,sniff,166
1800,average,165
1801,select,165
1802,alive,165
1803,firmness,165
1804,youd,165
1805,gorgeously,165
1806,others,165
1807,bubblegum,165
1808,volatile,164
1809,brightly,164
1810,deliciousness,164
1811,distinguish,164
1812,this,164
1813,ash,163
1814,spine,163
1815,cap,163
1816,immense,163
1817,struggle,163
1818,aglianico,163
1819,flamboyant,163
1820,muscle,163
1821,tawny,163
1822,nail,163
1823,disjoint,162
1824,barbaresco,162
1825,zestiness,162
1826,lusciously,162
1827,major,162
1828,bready,162
1829,fast,162
1830,flash,162
1831,greater,162
1832,florals,161
1833,slop,161
1834,iodine,161
1835,marlborough,161
1836,masculine,161
1837,break,161
1838,resemble,160
1839,amaze,160
1840,subtly,160
1841,step,160
1842,confectionary,160
1843,confirm,160
1844,likeable,160
1845,sweeten,159
1846,delight,159
1847,vintner,159
1848,usually,158
1849,origin,158
1850,oyster,158
1851,truly,158
1852,overtly,158
1853,sophistication,158
1854,century,157
1855,bargain,157
1856,lightest,157
1857,joy,157
1858,confect,157
1859,hedonistic,157
1860,seed,157
1861,glide,157
1862,tease,156
1863,locate,156
1864,fantastic,156
1865,cava,156
1866,blush,156
1867,murky,156
1868,itll,155
1869,tell,155
1870,musky,155
1871,recent,155
1872,market,155
1873,chocolatecovered,155
1874,pucker,154
1875,sooner,154
1876,require,154
1877,bing,154
1878,risotto,153
1879,kabinett,153
1880,study,153
1881,quiet,153
1882,handle,153
1883,damson,153
1884,earthier,153
1885,night,152
1886,thai,152
1887,compare,152
1888,interpretation,152
1889,wellstructured,152
1890,wellpriced,152
1891,substance,152
1892,rib,152
1893,delightfully,152
1894,charcoal,152
1895,arinto,152
1896,marasca,152
1897,exquisite,152
1898,feral,152
1899,notable,152
1900,grab,152
1901,sunbaked,152
1902,herbaceousness,151
1903,impact,151
1904,development,151
1905,lanolin,151
1906,theme,151
1907,domaine,151
1908,exuberance,151
1909,flow,150
1910,lushness,150
1911,soapy,150
1912,biodynamic,150
1913,fashion,150
1914,breadth,150
1915,garden,150
1916,definite,150
1917,severe,150
1918,fold,150
1919,explosive,150
1920,verdejo,149
1921,wall,149
1922,anjou,149
1923,impeccable,149
1924,plastic,149
1925,rum,148
1926,vie,148
1927,woodsy,148
1928,head,148
1929,dynamic,148
1930,syrahs,148
1931,else,148
1932,onethird,147
1933,act,147
1934,appreciate,147
1935,grapey,147
1936,rim,147
1937,country,146
1938,rid,146
1939,typically,146
1940,emphasis,146
1941,mélange,146
1942,strange,146
1943,shock,146
1944,deft,146
1945,supportive,146
1946,bouncy,146
1947,foundation,145
1948,alvarinho,145
1949,sicily,144
1950,enrich,144
1951,whisper,144
1952,mixture,144
1953,brick,144
1954,bar,144
1955,zing,144
1956,resolve,144
1957,picnic,144
1958,sustain,144
1959,darkly,144
1960,teriyaki,143
1961,poultry,143
1962,similarly,143
1963,elaborate,143
1964,portugal,143
1965,mediumlength,143
1966,oakbased,142
1967,counoise,142
1968,various,142
1969,marinate,142
1970,reductive,142
1971,irresistible,142
1972,fry,141
1973,type,141
1974,loud,141
1975,freshcut,141
1976,crus,141
1977,soupy,141
1978,ocean,141
1979,tinta,141
1980,wear,140
1981,basil,140
1982,current,140
1983,bulky,140
1984,gingerbread,140
1985,standout,140
1986,lower,140
1987,monastrell,140
1988,minute,139
1989,distract,139
1990,effortlessly,139
1991,succeed,139
1992,evolution,139
1993,jalapeño,139
1994,win,139
1995,unbalance,138
1996,counterpoint,138
1997,sausage,138
1998,bill,138
1999,succulence,138
2000,blood,137
2001,finest,137
2002,category,137
2003,primitivo,137
2004,briskly,136
2005,poach,136
2006,mossy,136
2007,meunier,136
2008,sport,136
2009,eye,136
2010,indeed,136
2011,alentejo,135
2012,thickness,135
2013,leap,135
2014,hover,135
2015,consistently,135
2016,underpin,135
2017,savor,135
2018,favor,134
2019,piquant,134
2020,either,134
2021,fierce,134
2022,generally,134
2023,mediumterm,134
2024,stop,134
2025,beefy,134
2026,chinese,134
2027,explosion,133
2028,forceful,133
2029,umami,133
2030,horse,133
2031,u,133
2032,woodaging,133
2033,boldly,133
2034,del,133
2035,transition,132
2036,fullflavored,132
2037,possibly,132
2038,likable,132
2039,mid,131
2040,nectar,131
2041,intricate,131
2042,cling,131
2043,stretch,131
2044,baby,131
2045,carignane,130
2046,mesh,130
2047,beneath,130
2048,lushly,130
2049,anywhere,130
2050,aeration,130
2051,fancy,130
2052,valpolicella,130
2053,border,130
2054,st,129
2055,flowery,129
2056,impeccably,129
2057,quinta,129
2058,dainty,129
2059,people,129
2060,willamette,129
2061,monterey,129
2062,clampy,128
2063,disappoint,128
2064,foxy,128
2065,columbia,128
2066,nervous,128
2067,island,128
2068,saddle,128
2069,live,128
2070,mushroomy,127
2071,inexpensive,127
2072,track,127
2073,porcini,127
2074,viura,127
2075,pommard,127
2076,spätlese,127
2077,bigger,127
2078,fuller,127
2079,dot,126
2080,longtime,126
2081,burgundian,126
2082,group,126
2083,airy,126
2084,ageable,126
2085,complicate,126
2086,drinkability,126
2087,spin,126
2088,nerello,125
2089,rosés,125
2090,occasion,125
2091,soothe,125
2092,worthy,125
2093,dollop,125
2094,adequate,125
2095,notice,125
2096,slope,124
2097,ability,124
2098,vitality,124
2099,canyon,124
2100,save,124
2101,showy,124
2102,freshen,123
2103,tradition,123
2104,twothirds,123
2105,meringue,123
2106,consumption,123
2107,ally,123
2108,latest,123
2109,hardly,123
2110,lodi,123
2111,valuepriced,122
2112,jag,122
2113,bomb,122
2114,vigorous,122
2115,dough,121
2116,smack,121
2117,montalcino,121
2118,gather,121
2119,finger,121
2120,cotton,121
2121,beguile,121
2122,welldefined,121
2123,suggestive,121
2124,thus,121
2125,naturally,121
2126,reserva,121
2127,france,121
2128,quantity,121
2129,powdery,120
2130,foresty,120
2131,cucumber,120
2132,patience,120
2133,western,120
2134,interplay,120
2135,arent,120
2136,sulfur,120
2137,structural,120
2138,rendition,120
2139,fullness,120
2140,money,120
2141,spread,120
2142,clumsy,120
2143,dão,120
2144,gravelly,119
2145,reverberate,119
2146,foothill,119
2147,firmer,119
2148,slick,119
2149,austerity,119
2150,tank,119
2151,portlike,119
2152,ripely,119
2153,trail,118
2154,curious,118
2155,associate,118
2156,east,118
2157,semidry,117
2158,savoriness,117
2159,flourish,117
2160,ago,117
2161,somehow,117
2162,friulano,117
2163,chip,117
2164,concrete,117
2165,silk,117
2166,anisette,117
2167,handful,117
2168,integrity,117
2169,convince,117
2170,immensely,117
2171,trebbiano,116
2172,mount,116
2173,chew,116
2174,lock,116
2175,deftly,116
2176,superiore,116
2177,electric,116
2178,smallproduction,116
2179,etch,116
2180,vibrantly,116
2181,enter,116
2182,loire,116
2183,district,115
2184,zealand,115
2185,neatly,115
2186,dolcetto,115
2187,sweettart,115
2188,flair,115
2189,reedy,115
2190,sancerre,115
2191,latex,115
2192,aciddriven,115
2193,leaner,114
2194,ring,114
2195,mendocino,114
2196,boisterous,114
2197,elusive,114
2198,glimpse,114
2199,abrupt,113
2200,buttercream,113
2201,ultraripe,113
2202,camphor,113
2203,record,113
2204,veteran,113
2205,demonstrate,113
2206,grit,113
2207,favorite,113
2208,akin,113
2209,fee,112
2210,but,112
2211,bosc,112
2212,unabashedly,112
2213,cofermented,112
2214,jolt,112
2215,clove,112
2216,entire,112
2217,detract,112
2218,shimmer,112
2219,lateharvest,112
2220,cough,112
2221,design,112
2222,bud,112
2223,fabulous,112
2224,oakaged,111
2225,ripasso,111
2226,juxtapose,111
2227,today,111
2228,gradually,111
2229,tropicalfruit,111
2230,olallieberry,110
2231,flagship,110
2232,excessive,110
2233,thickly,110
2234,highest,110
2235,liveliness,110
2236,pedigree,110
2237,earn,110
2238,undercurrent,110
2239,portuguese,110
2240,evidence,110
2241,colorino,110
2242,pas,109
2243,predominantly,109
2244,beg,109
2245,alexander,109
2246,mesquite,109
2247,sinewy,109
2248,pulse,109
2249,exactly,109
2250,cask,109
2251,opaque,109
2252,prickle,109
2253,judge,109
2254,chaparral,109
2255,expertly,109
2256,drinker,109
2257,vinegar,108
2258,sexy,108
2259,volatility,108
2260,curry,108
2261,auslese,108
2262,liquid,108
2263,soave,108
2264,chateau,108
2265,ooze,108
2266,distant,108
2267,scrub,108
2268,reason,108
2269,zip,108
2270,west,108
2271,neither,108
2272,justripe,108
2273,larger,107
2274,clos,107
2275,segue,107
2276,spunky,107
2277,christmas,107
2278,limestone,107
2279,seek,107
2280,rarely,107
2281,sicilian,107
2282,extraordinarily,107
2283,metallic,107
2284,tuna,107
2285,silkiness,107
2286,uplift,106
2287,original,106
2288,blanket,106
2289,tartaric,106
2290,significant,106
2291,stainlesssteel,105
2292,copper,105
2293,multiple,105
2294,scene,105
2295,ciel,105
2296,fringe,105
2297,factor,105
2298,rutherford,105
2299,tantalize,105
2300,appropriate,105
2301,alternative,105
2302,unite,105
2303,roughly,104
2304,flavors,104
2305,iconic,104
2306,treat,104
2307,zins,104
2308,winner,104
2309,territory,104
2310,gamay,104
2311,persistency,104
2312,infuse,104
2313,pile,103
2314,peanut,103
2315,grower,103
2316,cheval,103
2317,bakingspice,103
2318,spain,103
2319,barbara,103
2320,its,103
2321,happy,103
2322,bergamot,103
2323,elevation,103
2324,bury,103
2325,tomatoey,102
2326,vineyarddesignated,102
2327,condense,102
2328,ensure,102
2329,wellcrafted,102
2330,steve,102
2331,general,102
2332,land,102
2333,problem,102
2334,portion,102
2335,cellared,102
2336,dijon,102
2337,darkberry,101
2338,manner,101
2339,porty,101
2340,sassafras,101
2341,nuttiness,101
2342,rusty,101
2343,broadly,101
2344,rounder,101
2345,toro,101
2346,charge,100
2347,stout,100
2348,appropriately,100
2349,must,100
2350,wholecluster,100
2351,consumer,100
2352,horsey,100
2353,sh,100
2354,crystalline,99
2355,sierra,99
2356,partially,99
2357,comfortable,99
2358,stellar,99
2359,cooky,99
2360,is,99
2361,quench,99
2362,prominently,99
2363,captivate,99
2364,integration,99
2365,chisel,99
2366,chance,99
2367,deserve,99
2368,cashew,98
2369,manseng,98
2370,brother,98
2371,punctuate,98
2372,window,98
2373,palatecoating,98
2374,everyone,98
2375,anderson,98
2376,situate,98
2377,noble,98
2378,casual,98
2379,clip,98
2380,lade,98
2381,bigboned,98
2382,bank,98
2383,inaugural,98
2384,coax,98
2385,gap,98
2386,intensify,97
2387,condition,97
2388,belie,97
2389,instantly,97
2390,sautéed,97
2391,tighten,97
2392,pleasurable,97
2393,reticent,97
2394,zweigelt,97
2395,corner,97
2396,decanter,97
2397,fortunately,97
2398,principally,97
2399,scoury,97
2400,passionfruit,97
2401,vinified,97
2402,torrontés,96
2403,australian,96
2404,talc,96
2405,superior,96
2406,strain,96
2407,blockbuster,96
2408,fruitier,96
2409,abv,96
2410,cahors,96
2411,frankly,96
2412,watch,96
2413,staunch,96
2414,jumble,96
2415,gaseous,96
2416,klipsun,96
2417,indication,96
2418,accompaniment,96
2419,via,96
2420,crusty,96
2421,genuine,95
2422,cuisine,95
2423,powerhouse,95
2424,brighter,95
2425,leftover,95
2426,finally,95
2427,ribera,95
2428,ancient,95
2429,nearterm,95
2430,roriz,95
2431,generation,94
2432,return,94
2433,glaze,94
2434,mass,94
2435,introduction,94
2436,sharply,94
2437,considerably,94
2438,sorbet,94
2439,australia,94
2440,matchstick,94
2441,albeit,94
2442,amplify,94
2443,normally,94
2444,chemical,94
2445,outside,94
2446,verbena,94
2447,kumquat,94
2448,mascalese,93
2449,forth,93
2450,cork,93
2451,fatty,93
2452,edna,93
2453,oxidation,93
2454,bluefruit,93
2455,improvement,93
2456,sun,93
2457,fluid,93
2458,inside,93
2459,with,92
2460,weak,92
2461,borderline,92
2462,avoid,92
2463,nofuss,92
2464,question,92
2465,thrill,92
2466,côtes,92
2467,effusive,92
2468,revitalize,92
2469,decorate,92
2470,coarse,92
2471,nine,92
2472,dasti,92
2473,bath,92
2474,saltiness,91
2475,wisp,91
2476,dryfarmed,91
2477,radiant,91
2478,reservelevel,91
2479,volcanic,91
2480,endow,91
2481,detect,91
2482,scream,91
2483,lettuce,91
2484,designation,91
2485,former,91
2486,inherent,91
2487,shrimp,91
2488,twice,91
2489,recommend,91
2490,cost,90
2491,seam,90
2492,peek,90
2493,construct,90
2494,figure,90
2495,lasagna,90
2496,conference,90
2497,upright,90
2498,contact,90
2499,plumskin,90
2500,order,90
2501,reliable,90
2502,basically,90
2503,simultaneously,90
2504,engage,90
2505,shoe,90
2506,relax,90
2507,oakville,90
2508,permeate,90
2509,mar,90
2510,steam,89
2511,total,89
2512,judicious,89
2513,pushy,89
2514,endure,89
2515,tender,89
2516,sell,89
2517,highend,89
2518,explore,89
2519,specific,89
2520,edition,89
2521,extraordinary,89
2522,lobster,89
2523,huckleberry,89
2524,gala,88
2525,piefilling,88
2526,technically,88
2527,compete,88
2528,yeastiness,88
2529,coil,88
2530,blackpepper,88
2531,normal,88
2532,viscosity,88
2533,los,88
2534,mistake,88
2535,treatment,88
2536,lemonade,88
2537,positive,88
2538,cult,88
2539,fail,88
2540,regional,88
2541,product,87
2542,superrich,87
2543,tapenade,87
2544,sourcherry,87
2545,recently,87
2546,moss,87
2547,reflection,87
2548,candle,87
2549,underline,87
2550,pinotage,86
2551,doubt,86
2552,disclose,86
2553,portfolio,86
2554,plentiful,86
2555,venture,86
2556,onion,86
2557,mulchy,86
2558,rosato,86
2559,reasonable,86
2560,tip,86
2561,crab,86
2562,apply,86
2563,sweettasting,86
2564,cooperative,85
2565,blossomy,85
2566,spoil,85
2567,darkness,85
2568,howell,85
2569,spectacular,85
2570,terribly,85
2571,issue,85
2572,muscadet,85
2573,cloudy,85
2574,resist,85
2575,rubycolored,85
2576,winter,84
2577,found,84
2578,sagrantino,84
2579,northeast,84
2580,creep,84
2581,greenfruit,84
2582,david,84
2583,wonder,84
2584,company,84
2585,override,84
2586,exquisitely,84
2587,brandied,84
2588,medley,84
2589,rule,84
2590,blaufränkisch,84
2591,heaviness,83
2592,clover,83
2593,rusticity,83
2594,adorn,83
2595,translate,83
2596,sourdough,83
2597,upscale,83
2598,fizzy,83
2599,decidedly,82
2600,face,82
2601,town,82
2602,pay,82
2603,surely,82
2604,boushey,82
2605,weigh,82
2606,aragonez,82
2607,maria,82
2608,mustard,82
2609,certify,82
2610,tail,82
2611,unfiltered,82
2612,trend,81
2613,smash,81
2614,corvina,81
2615,breezy,81
2616,ordinary,81
2617,fur,81
2618,okay,81
2619,freshest,81
2620,embrace,81
2621,fortify,81
2622,incredible,81
2623,maximum,81
2624,creamytextured,81
2625,breeze,81
2626,international,81
2627,lavishly,81
2628,heighten,81
2629,register,80
2630,verge,80
2631,tightness,80
2632,cleancut,80
2633,potentially,80
2634,veltliner,80
2635,stillyoung,80
2636,cidery,80
2637,soap,80
2638,alert,80
2639,view,80
2640,redapple,80
2641,quintessential,80
2642,negroamaro,80
2643,refer,80
2644,overripeness,80
2645,gravenstein,80
2646,process,80
2647,robustly,79
2648,heavier,79
2649,braise,79
2650,alone,79
2651,mere,79
2652,merest,79
2653,importer,79
2654,proportionate,79
2655,goodness,79
2656,biscuit,79
2657,sur,79
2658,fullfruited,79
2659,chestnut,79
2660,undeniably,79
2661,section,78
2662,bruise,78
2663,oxidative,78
2664,pulp,78
2665,content,78
2666,amazingly,78
2667,sherry,78
2668,kitchen,78
2669,fire,78
2670,brilliantly,78
2671,walk,78
2672,warmclimate,78
2673,momentum,78
2674,ripest,78
2675,rosewater,78
2676,reinforce,78
2677,dramatically,78
2678,cluster,78
2679,argentina,78
2680,able,78
2681,grillo,77
2682,saw,77
2683,rita,77
2684,barossa,77
2685,lunch,77
2686,wisteria,77
2687,imprint,77
2688,elderflower,77
2689,moscatel,77
2690,obscure,77
2691,medicine,77
2692,massively,77
2693,combo,77
2694,augment,77
2695,salinity,76
2696,partly,76
2697,imagine,76
2698,comfortably,76
2699,supremely,76
2700,goat,76
2701,relate,76
2702,interweave,76
2703,spark,76
2704,margaux,76
2705,demure,76
2706,veal,76
2707,cobbler,76
2708,beat,76
2709,maraschino,76
2710,happen,76
2711,hillside,76
2712,whistle,76
2713,poke,75
2714,luxuriously,75
2715,ribolla,75
2716,liquorous,75
2717,showcasing,75
2718,nevertheless,75
2719,gewurztraminer,75
2720,attribute,75
2721,unfurl,75
2722,aim,75
2723,catch,75
2724,mouthpuckering,75
2725,atlas,75
2726,send,75
2727,unyielding,75
2728,sheen,75
2729,plain,75
2730,capable,75
2731,comfort,75
2732,rein,75
2733,feline,75
2734,goto,75
2735,intermingle,74
2736,slow,74
2737,hence,74
2738,compensate,74
2739,altogether,74
2740,yakima,74
2741,disappear,74
2742,grey,74
2743,café,74
2744,unfocused,74
2745,heaven,74
2746,mile,74
2747,flatter,74
2748,carefully,74
2749,mediumlong,74
2750,mexican,74
2751,pump,74
2752,stream,74
2753,egg,74
2754,it,73
2755,candidate,73
2756,dog,73
2757,gialla,73
2758,unlikely,73
2759,brief,73
2760,increase,73
2761,bridge,73
2762,sunshine,73
2763,monster,73
2764,art,73
2765,buck,73
2766,spike,73
2767,increasingly,73
2768,ruddy,73
2769,sculpt,73
2770,restaurant,73
